Part,Name,SupplyKind,TapeKind,TapeWidth,TapePitch,PartCount,Polarity,L,W,T,Number,PartName,Volume,LWTNumber,PartNum
EAP,60773005,Tape and Reel,Tray,8,2,5000,Yes,1,0.5,0.3,999,EAP60773005,0.15,44,32
EAP,62327904,Tape and Reel,Paper,8,2,5000,Yes,1,0.5,0.3,999,EAP62327904,0.15,44,32
EAP,62786604,Tape and Reel,Paper,8,2,5000,Yes,1,0.5,0.3,999,EAP62786604,0.15,44,32
EAP,62807104,Tape and Reel,Paper,8,2,5000,Yes,1,0.5,0.3,999,EAP62807104,0.15,44,32
EAP,62807105,Tape and Reel,Paper,8,2,5000,Yes,1,0.5,0.3,999,EAP62807105,0.15,44,32
EAP,62807107,Tape and Reel,Paper,8,2,5000,Yes,1,0.5,0.3,999,EAP62807107,0.15,44,32
EAP,62807108,Tape and Reel,Paper,8,2,5000,Yes,1,0.5,0.3,999,EAP62807108,0.15,44,32
EAP,62807121,Tape and Reel,Paper,8,2,5000,Yes,1,0.5,0.3,999,EAP62807121,0.15,44,32
EAP,62807127,Tape and Reel,Tray,8,2,5000,Yes,1,0.5,0.3,999,EAP62807127,0.15,44,32
EAP,63686605,Tape and Reel,Tray,8,2,5000,Yes,1,0.5,0.3,999,EAP63686605,0.15,44,32
EAP,63687603,Tape and Reel,Tray,8,2,5000,Yes,1,0.5,0.3,999,EAP63687603,0.15,44,32
EAP,63707520,Tape and Reel,Tray,8,2,5000,Yes,1,0.5,0.3,999,EAP63707520,0.15,44,32
EAP,63707526,Tape and Reel,Paper,8,2,5000,Yes,1,0.5,0.3,999,EAP63707526,0.15,44,32
EAP,63707530,Tape and Reel,Tray,8,2,5000,Yes,1,0.5,0.3,999,EAP63707530,0.15,44,32
EBC,64038650,Tape and Reel,Tray,8,2,10000,Yes,1,0.5,0.3,1196,EBC64038650,0.15,44,36
EBC,64558925,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.3,1196,EBC64558925,0.15,44,36
EBC,64755625,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.3,1196,EBC64755625,0.15,44,36
EBC,64755626,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.3,1196,EBC64755626,0.15,44,36
EBC,64815946,Tape and Reel,Tray,8,2,10000,Yes,1,0.5,0.3,1196,EBC64815946,0.15,44,36
ECC,H0000901,Tape and Reel,Paper,8,2,5000,Yes,1,0.5,0.3,1325,ECCH0000901,0.15,44,44
GCC,330BKF1A,Tape and Reel,Paper,8,2,5000,Yes,1,0.5,0.3,1333,GCC330BKF1A,0.15,44,49
TEA,E2207273,Tape and Reel,Tray,8,2,5000,Yes,1,0.5,0.3,1390,TEAE2207273,0.15,44,59
0RJ,2200C678,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.33,133,0RJ2200C678,0.165,45,20
0RJ,3300C678,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.33,133,0RJ3300C678,0.165,45,20
0RJ,0000C678,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,134,0RJ0000C678,0.175,46,20
0RJ,0102C678,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,134,0RJ0102C678,0.175,46,20
0RJ,0152C478,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,134,0RJ0152C478,0.175,46,20
0RJ,0182C478,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,134,0RJ0182C478,0.175,46,20
0RJ,0222C678,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,134,0RJ0222C678,0.175,46,20
0RJ,0302C678,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,134,0RJ0302C678,0.175,46,20
0RJ,0332C478,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,134,0RJ0332C478,0.175,46,20
0RJ,0332C678,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,134,0RJ0332C678,0.175,46,20
0RJ,0392C478,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,134,0RJ0392C478,0.175,46,20
0RJ,0471C678,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,134,0RJ0471C678,0.175,46,20
0RJ,0472C678,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,134,0RJ0472C678,0.175,46,20
0RJ,0512C478,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,134,0RJ0512C478,0.175,46,20
0RJ,0512C678,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,134,0RJ0512C678,0.175,46,20
0RJ,0562C678,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,134,0RJ0562C678,0.175,46,20
0RJ,0682C678,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,134,0RJ0682C678,0.175,46,20
0RJ,0752C678,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,134,0RJ0752C678,0.175,46,20
0RJ,1000C678,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,134,0RJ1000C678,0.175,46,20
0RJ,1001C678,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,134,0RJ1001C678,0.175,46,20
0RJ,1001E478,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,134,0RJ1001E478,0.175,46,20
0RJ,1002C478,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,134,0RJ1002C478,0.175,46,20
0RJ,1002C678,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,134,0RJ1002C678,0.175,46,20
0RJ,1003C478,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,134,0RJ1003C478,0.175,46,20
0RJ,1004C678,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,134,0RJ1004C678,0.175,46,20
0RJ,1005C678,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,134,0RJ1005C678,0.175,46,20
0RJ,1201C478,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,134,0RJ1201C478,0.175,46,20
0RJ,1202C478,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,134,0RJ1202C478,0.175,46,20
0RJ,1202C678,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,134,0RJ1202C678,0.175,46,20
0RJ,1302C478,Tape and Reel,Tray,8,2,10000,Yes,1,0.5,0.35,134,0RJ1302C478,0.175,46,20
0RJ,1501C678,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,134,0RJ1501C678,0.175,46,20
0RJ,1800C678,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,134,0RJ1800C678,0.175,46,20
0RJ,1802C478,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,134,0RJ1802C478,0.175,46,20
0RJ,1802C678,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,134,0RJ1802C678,0.175,46,20
0RJ,2000C678,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,134,0RJ2000C678,0.175,46,20
0RJ,2001C478,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,134,0RJ2001C478,0.175,46,20
0RJ,2002C678,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,134,0RJ2002C678,0.175,46,20
0RJ,2003C678,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,134,0RJ2003C678,0.175,46,20
0RJ,2201C678,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,134,0RJ2201C678,0.175,46,20
0RJ,2203C478,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,134,0RJ2203C478,0.175,46,20
0RJ,2203C678,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,134,0RJ2203C678,0.175,46,20
0RJ,2400C478,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,134,0RJ2400C478,0.175,46,20
0RJ,2491C478,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,134,0RJ2491C478,0.175,46,20
0RJ,2700C678,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,134,0RJ2700C678,0.175,46,20
0RJ,2701C478,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,134,0RJ2701C478,0.175,46,20
0RJ,2701C678,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,134,0RJ2701C678,0.175,46,20
0RJ,2702C478,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,134,0RJ2702C478,0.175,46,20
0RJ,2702C678,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,134,0RJ2702C678,0.175,46,20
0RJ,3000C678,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,134,0RJ3000C678,0.175,46,20
0RJ,3002C478,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,134,0RJ3002C478,0.175,46,20
0RJ,3401C478,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,134,0RJ3401C478,0.175,46,20
0RJ,3901C678,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,134,0RJ3901C678,0.175,46,20
0RJ,3902C478,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,134,0RJ3902C478,0.175,46,20
0RJ,4301C478,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,134,0RJ4301C478,0.175,46,20
0RJ,4701C678,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,134,0RJ4701C678,0.175,46,20
0RJ,4702C678,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,134,0RJ4702C678,0.175,46,20
0RJ,4703C478,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,134,0RJ4703C478,0.175,46,20
0RJ,4703C678,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,134,0RJ4703C678,0.175,46,20
0RJ,4991C478,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,134,0RJ4991C478,0.175,46,20
0RJ,4992C478,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,134,0RJ4992C478,0.175,46,20
0RJ,5102C478,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,134,0RJ5102C478,0.175,46,20
0RJ,5600C678,Tape and Reel,Tray,8,2,10000,Yes,1,0.5,0.35,134,0RJ5600C678,0.175,46,20
0RJ,5601C478,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,134,0RJ5601C478,0.175,46,20
0RJ,6202C478,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,134,0RJ6202C478,0.175,46,20
0RJ,6801C478,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,134,0RJ6801C478,0.175,46,20
0RJ,6803C678,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,134,0RJ6803C678,0.175,46,20
0RJ,8200C678,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,134,0RJ8200C678,0.175,46,20
0RJ,8201C478,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,134,0RJ8201C478,0.175,46,20
0RJ,8201C678,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,134,0RJ8201C678,0.175,46,20
0RJ,9102C678,Tape and Reel,Tray,8,2,10000,Yes,1,0.5,0.35,134,0RJ9102C678,0.175,46,20
0RZ,Z000068A,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,143,0RZZ000068A,0.175,46,21
EAE,64721611,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,185,EAE64721611,0.175,46,26
EBC,725802,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,1197,EBC725802,0.175,46,36
EBC,796902,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,1197,EBC796902,0.175,46,36
EBC,796903,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,1197,EBC796903,0.175,46,36
EBC,30996801,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,1197,EBC30996801,0.175,46,36
EBC,32161801,Tape and Reel,Tray,8,2,10000,Yes,1,0.5,0.35,1197,EBC32161801,0.175,46,36
EBC,32176201,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,1197,EBC32176201,0.175,46,36
EBC,32604201,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,1197,EBC32604201,0.175,46,36
EBC,33932801,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,1197,EBC33932801,0.175,46,36
EBC,34656201,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,1197,EBC34656201,0.175,46,36
EBC,35293401,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,1197,EBC35293401,0.175,46,36
EBC,43354501,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,1197,EBC43354501,0.175,46,36
EBC,60934602,Tape and Reel,Tray,8,2,10000,Yes,1,0.5,0.35,1197,EBC60934602,0.175,46,36
EBC,61055501,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,1197,EBC61055501,0.175,46,36
EBC,61595601,Tape and Reel,Tray,8,2,10000,Yes,1,0.5,0.35,1197,EBC61595601,0.175,46,36
EBC,62015918,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,1197,EBC62015918,0.175,46,36
EBC,62523802,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,1197,EBC62523802,0.175,46,36
EBC,62523804,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,1197,EBC62523804,0.175,46,36
EBC,62523810,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,1197,EBC62523810,0.175,46,36
EBC,62523901,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,1197,EBC62523901,0.175,46,36
EBC,62528406,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,1197,EBC62528406,0.175,46,36
EBC,62528407,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,1197,EBC62528407,0.175,46,36
EBC,62528408,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,1197,EBC62528408,0.175,46,36
EBC,62528409,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,1197,EBC62528409,0.175,46,36
EBC,62528411,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,1197,EBC62528411,0.175,46,36
EBC,62528412,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,1197,EBC62528412,0.175,46,36
EBC,62528415,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,1197,EBC62528415,0.175,46,36
EBC,62528421,Tape and Reel,Tray,8,2,10000,Yes,1,0.5,0.35,1197,EBC62528421,0.175,46,36
EBC,62528423,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,1197,EBC62528423,0.175,46,36
EBC,62528425,Tape and Reel,Tray,8,2,10000,Yes,1,0.5,0.35,1197,EBC62528425,0.175,46,36
EBC,62528428,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,1197,EBC62528428,0.175,46,36
EBC,62528429,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,1197,EBC62528429,0.175,46,36
EBC,62528432,Tape and Reel,Tray,8,2,10000,Yes,1,0.5,0.35,1197,EBC62528432,0.175,46,36
EBC,62528437,Tape and Reel,Tray,8,2,10000,Yes,1,0.5,0.35,1197,EBC62528437,0.175,46,36
EBC,62528438,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,1197,EBC62528438,0.175,46,36
EBC,62528446,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,1197,EBC62528446,0.175,46,36
EBC,62528447,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,1197,EBC62528447,0.175,46,36
EBC,62528454,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,1197,EBC62528454,0.175,46,36
EBC,62528459,Tape and Reel,Tray,8,2,10000,Yes,1,0.5,0.35,1197,EBC62528459,0.175,46,36
EBC,62528460,Tape and Reel,Tray,8,2,10000,Yes,1,0.5,0.35,1197,EBC62528460,0.175,46,36
EBC,62528474,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,1197,EBC62528474,0.175,46,36
EBC,62528476,Tape and Reel,Tray,8,2,10000,Yes,1,0.5,0.35,1197,EBC62528476,0.175,46,36
EBC,62528479,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,1197,EBC62528479,0.175,46,36
EBC,62528480,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,1197,EBC62528480,0.175,46,36
EBC,62528482,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,1197,EBC62528482,0.175,46,36
EBC,62528485,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,1197,EBC62528485,0.175,46,36
EBC,62528486,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,1197,EBC62528486,0.175,46,36
EBC,62528489,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,1197,EBC62528489,0.175,46,36
EBC,62528490,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,1197,EBC62528490,0.175,46,36
EBC,62528491,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,1197,EBC62528491,0.175,46,36
EBC,62528492,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,1197,EBC62528492,0.175,46,36
EBC,62528493,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,1197,EBC62528493,0.175,46,36
EBC,62528494,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,1197,EBC62528494,0.175,46,36
EBC,62528495,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,1197,EBC62528495,0.175,46,36
EBC,62528496,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,1197,EBC62528496,0.175,46,36
EBC,62528497,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,1197,EBC62528497,0.175,46,36
EBC,62528498,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,1197,EBC62528498,0.175,46,36
EBC,62528499,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,1197,EBC62528499,0.175,46,36
EBC,62576201,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,1197,EBC62576201,0.175,46,36
EBC,62576301,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,1197,EBC62576301,0.175,46,36
EBC,62975803,Tape and Reel,Tray,8,2,10000,Yes,1,0.5,0.35,1197,EBC62975803,0.175,46,36
EBC,62975805,Tape and Reel,Tray,8,2,10000,Yes,1,0.5,0.35,1197,EBC62975805,0.175,46,36
EBC,62975811,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,1197,EBC62975811,0.175,46,36
EBC,62975812,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,1197,EBC62975812,0.175,46,36
EBC,62975813,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,1197,EBC62975813,0.175,46,36
EBC,62975818,Tape and Reel,Tray,8,2,10000,Yes,1,0.5,0.35,1197,EBC62975818,0.175,46,36
EBC,62975823,Tape and Reel,Tray,8,2,10000,Yes,1,0.5,0.35,1197,EBC62975823,0.175,46,36
EBC,62975824,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,1197,EBC62975824,0.175,46,36
EBC,62975827,Tape and Reel,Tray,8,2,10000,Yes,1,0.5,0.35,1197,EBC62975827,0.175,46,36
EBC,62975829,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,1197,EBC62975829,0.175,46,36
EBC,62975833,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,1197,EBC62975833,0.175,46,36
EBC,63035801,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,1197,EBC63035801,0.175,46,36
EBC,63035802,Tape and Reel,Tray,8,2,10000,Yes,1,0.5,0.35,1197,EBC63035802,0.175,46,36
EBC,63035814,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,1197,EBC63035814,0.175,46,36
EBC,63035815,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,1197,EBC63035815,0.175,46,36
EBC,63035816,Tape and Reel,Tray,8,2,10000,Yes,1,0.5,0.35,1197,EBC63035816,0.175,46,36
EBC,63035819,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,1197,EBC63035819,0.175,46,36
EBC,63035822,Tape and Reel,Tray,8,2,10000,Yes,1,0.5,0.35,1197,EBC63035822,0.175,46,36
EBC,63157206,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,1197,EBC63157206,0.175,46,36
EBC,63157207,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,1197,EBC63157207,0.175,46,36
EBC,63595601,Tape and Reel,Tray,8,2,10000,Yes,1,0.5,0.35,1197,EBC63595601,0.175,46,36
EBC,63855601,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,1197,EBC63855601,0.175,46,36
EBC,63855602,Tape and Reel,Tray,8,2,10000,Yes,1,0.5,0.35,1197,EBC63855602,0.175,46,36
EBC,64035701,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,1197,EBC64035701,0.175,46,36
EBC,64038501,Tape and Reel,Tray,8,2,10000,Yes,1,0.5,0.35,1197,EBC64038501,0.175,46,36
EBC,64038502,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,1197,EBC64038502,0.175,46,36
EBC,64038503,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,1197,EBC64038503,0.175,46,36
EBC,64038504,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,1197,EBC64038504,0.175,46,36
EBC,64038505,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,1197,EBC64038505,0.175,46,36
EBC,64038506,Tape and Reel,Tray,8,2,10000,Yes,1,0.5,0.35,1197,EBC64038506,0.175,46,36
EBC,64038508,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,1197,EBC64038508,0.175,46,36
EBC,64038509,Tape and Reel,Tray,8,2,10000,Yes,1,0.5,0.35,1197,EBC64038509,0.175,46,36
EBC,64038510,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,1197,EBC64038510,0.175,46,36
EBC,64038511,Tape and Reel,Tray,8,2,10000,Yes,1,0.5,0.35,1197,EBC64038511,0.175,46,36
EBC,64038512,Tape and Reel,Tray,8,2,10000,Yes,1,0.5,0.35,1197,EBC64038512,0.175,46,36
EBC,64038513,Tape and Reel,Tray,8,2,10000,Yes,1,0.5,0.35,1197,EBC64038513,0.175,46,36
EBC,64038514,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,1197,EBC64038514,0.175,46,36
EBC,64038515,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,1197,EBC64038515,0.175,46,36
EBC,64038516,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,1197,EBC64038516,0.175,46,36
EBC,64038517,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,1197,EBC64038517,0.175,46,36
EBC,64038518,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,1197,EBC64038518,0.175,46,36
EBC,64038519,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,1197,EBC64038519,0.175,46,36
EBC,64038520,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,1197,EBC64038520,0.175,46,36
EBC,64038521,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,1197,EBC64038521,0.175,46,36
EBC,64038522,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,1197,EBC64038522,0.175,46,36
EBC,64038523,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,1197,EBC64038523,0.175,46,36
EBC,64038524,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,1197,EBC64038524,0.175,46,36
EBC,64038526,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,1197,EBC64038526,0.175,46,36
EBC,64038527,Tape and Reel,Tray,8,2,10000,Yes,1,0.5,0.35,1197,EBC64038527,0.175,46,36
EBC,64038528,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,1197,EBC64038528,0.175,46,36
EBC,64038529,Tape and Reel,Tray,8,2,10000,Yes,1,0.5,0.35,1197,EBC64038529,0.175,46,36
EBC,64038532,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,1197,EBC64038532,0.175,46,36
EBC,64038534,Tape and Reel,Tray,8,2,10000,Yes,1,0.5,0.35,1197,EBC64038534,0.175,46,36
EBC,64038535,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,1197,EBC64038535,0.175,46,36
EBC,64038536,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,1197,EBC64038536,0.175,46,36
EBC,64038538,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,1197,EBC64038538,0.175,46,36
EBC,64038540,Tape and Reel,Tray,8,2,10000,Yes,1,0.5,0.35,1197,EBC64038540,0.175,46,36
EBC,64038541,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,1197,EBC64038541,0.175,46,36
EBC,64038543,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,1197,EBC64038543,0.175,46,36
EBC,64038544,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,1197,EBC64038544,0.175,46,36
EBC,64038545,Tape and Reel,Tray,8,2,10000,Yes,1,0.5,0.35,1197,EBC64038545,0.175,46,36
EBC,64038546,Tape and Reel,Tray,8,2,10000,Yes,1,0.5,0.35,1197,EBC64038546,0.175,46,36
EBC,64038547,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,1197,EBC64038547,0.175,46,36
EBC,64038548,Tape and Reel,Tray,8,2,10000,Yes,1,0.5,0.35,1197,EBC64038548,0.175,46,36
EBC,64038549,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,1197,EBC64038549,0.175,46,36
EBC,64038551,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,1197,EBC64038551,0.175,46,36
EBC,64038552,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,1197,EBC64038552,0.175,46,36
EBC,64038553,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,1197,EBC64038553,0.175,46,36
EBC,64038554,Tape and Reel,Tray,8,2,10000,Yes,1,0.5,0.35,1197,EBC64038554,0.175,46,36
EBC,64038560,Tape and Reel,Tray,8,2,10000,Yes,1,0.5,0.35,1197,EBC64038560,0.175,46,36
EBC,64038561,Tape and Reel,Tray,8,2,10000,Yes,1,0.5,0.35,1197,EBC64038561,0.175,46,36
EBC,64038562,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,1197,EBC64038562,0.175,46,36
EBC,64038565,Tape and Reel,Tray,8,2,10000,Yes,1,0.5,0.35,1197,EBC64038565,0.175,46,36
EBC,64038566,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,1197,EBC64038566,0.175,46,36
EBC,64038567,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,1197,EBC64038567,0.175,46,36
EBC,64038568,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,1197,EBC64038568,0.175,46,36
EBC,64038569,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,1197,EBC64038569,0.175,46,36
EBC,64038570,Tape and Reel,Tray,8,2,10000,Yes,1,0.5,0.35,1197,EBC64038570,0.175,46,36
EBC,64038571,Tape and Reel,Paper,8,2,10000,Yes,1,0.5,0.35,1197,EBC64038571,0.175,46,36
